categoryId;parentID;description;position;metatitle;metakeywords;metadescription;cmsheadline;cmstext;template;active;blog;external;hidefilter;attribute_attribute1;attribute_attribute2;attribute_attribute3;attribute_attribute4;attribute_attribute5;attribute_attribute6;CustomerGroup
10003;1;test_Deutsch;0;;;;;;;1;;;;;;;;;;
10005;10003;Category1;;;;;;;;1;;;;;;;;;;
10006;10003;Category2;;;;;;;;1;;;;;;;;;;
10007;10003;Category3;;;;;;;;1;;;;;;;;;;
10008;10005;Sub-Category1;;;;;;;;1;;;;;;;;;;
10009;10005;SubCategory2;;;;;;;;1;;;;;;;;;;
10010;10005;Sub-Category3;;;;;;;;1;;;;;;;;;;
10011;10006;Sub-Category2.1;;;;;;;;1;;;;;;;;;;
10012;1;test_English;1;;;;;;;1;;;;;;;;;;
10013;10012;Category1;1;;;;;;;1;;;;;;;;;;
10014;10012;Category2;2;;;;;;;1;;;;;;;;;;
10015;10012;Category3;3;;;;;;;1;;;;;;;;;;
10016;10013;Sub-Category1;1;;;;;;;1;;;;;;;;;;
10017;10013;SubCategory2;2;;;;;;;1;;;;;;;;;;
10018;10013;Sub-Category3;3;;;;;;;1;;;;;;;;;;
10019;10014;Sub-Category2.1;1;;;;;;;1;;;;;;;;;;
